4046.62,11.3604,9.5777,0.0000,57822.00,0.00
4096.95,11.4069,9.6232,0.0000,57822.00,0.00
4147.28,11.4521,9.6673,0.0000,57822.00,0.00
4197.61,11.4962,9.7100,0.0000,57822.00,0.00
4247.94,11.5391,9.7513,0.0000,57822.00,0.00
4298.27,11.5809,9.7914,0.0000,57822.00,0.00
4348.60,11.6216,9.8304,0.0000,57822.00,0.00
4398.93,11.6612,9.8682,0.0000,57822.00,0.00
4449.26,11.6998,9.9051,0.0000,57822.00,0.00
4499.60,11.7373,9.9410,0.0000,57822.00,0.00
4549.93,11.7737,9.9761,0.0000,57822.00,0.00
4600.26,11.8092,10.0103,0.0000,57822.00,0.00
4650.59,11.8437,10.0439,0.0000,57822.00,0.00
4700.92,11.8772,10.0768,0.0000,57822.00,0.00
4751.25,11.9098,10.1095,0.0000,57822.00,0.00
4801.58,11.9414,10.1415,0.0000,57822.00,0.00
4851.91,11.9722,10.1739,0.0000,57822.00,0.00
4902.24,12.0001,10.2049,0.0000,57822.00,0.00
4952.58,12.0311,10.2329,0.0000,57822.00,0.00
5002.91,12.0593,10.2565,0.0000,57822.00,0.00
5053.24,12.0867,10.2745,0.0000,57822.00,0.00
5103.57,12.1133,10.2854,0.0000,57822.00,0.00
5153.50,12.1391,10.2890,0.0000,57822.00,0.00
5153.50,12.7037,11.0427,3.5043,633.26,85.03
5204.61,12.7289,11.0585,3.5187,629.89,85.03
5255.32,12.7530,11.0718,3.5314,626.87,85.03
5306.04,12.7760,11.0850,3.5435,624.08,85.03
5356.75,12.7980,11.0983,3.5551,621.50,85.03
5407.46,12.8188,11.1166,3.5661,619.71,85.03
5458.17,12.8387,11.1316,3.5765,617.78,85.03
5508.89,12.8574,11.1457,3.5864,615.93,85.03
5559.60,12.8751,11.1590,3.5957,614.21,85.03
5610.31,12.8917,11.1715,3.6044,612.62,85.03
5661.02,12.9072,11.1832,3.6126,611.12,85.03
5711.74,12.9217,11.1941,3.6202,609.74,85.03
5762.45,12.9351,11.2041,3.6272,608.48,85.03
5813.16,12.9474,11.2134,3.6337,607.31,85.03
5863.87,12.9586,11.2219,3.6396,606.26,85.03
5914.59,12.9688,11.2295,3.6450,605.28,85.03
5965.30,12.9779,11.2364,3.6498,604.44,85.03
6016.01,12.9859,11.2424,3.6540,603.69,85.03
6066.72,12.9929,11.2477,3.6577,603.04,85.03
6117.44,12.9988,11.2521,3.6608,602.49,85.03
6168.15,13.0036,11.2557,3.6633,602.05,85.03
6218.86,13.0074,11.2586,3.6653,601.70,85.03
6269.57,13.0100,11.2606,3.6667,601.46,85.03
6320.29,13.0117,11.2618,3.6675,601.32,85.03
6371.00,13.0122,11.2622,3.6678,601.27,85.03
